,_id,title,text,metadata,num
885,985_,,uclear biological chemical defence and damage control including fire fighting leadership certificate course 02 weeks management certificate course 04 weeks advance fire fighting including industrial safety 24 weeks,,28
886,986_,," achievement oriented with people management skills and an ability to manage change with ease. proven strength in problem solving, coordination and analysis. strong communication, interpersonal, learning and organizing skills matched with the ability to manage stress, time and people effectively. able to handle multiple task projects simultaneously. willing to travel relocate.education details b.e electrical and electronics engineering gulbarga, karnataka vtu vishweshwariya university hsc wai, maharashtra kisanveer mahavidyalay wai kohlapur university electrical engineer electrical engineer refcon engineering pvt. ltd skill details company details company refcon engineering pvt. ltd description greenfield project project status 1 libs braseries, burkena faso africa completed 2 citrus processing india, nanded completed 3 carlsberg group, myanmar yangon completed 4 u.b united breweries , mysore. completed 5 u.b united breweries , hyderabad. completed 6 haldiram foods pvt. ltd. nagpur completed 7 tetra pak india pvt. ltd. amreli completed 8 u.b united breweries , rajasthan completed handling activities in project preparing project schedules plans, engineering designs drawings and technical specifications as per clients' requirements. review on process p id's for selection of instrument to get energy efficient process with material specifications. approval modifications of electrical drawing as per requirement of process flow diagrams general electrical standards. carry out automation engineering which includes hardware and software specification, generate control philosophy for process automation as per p id process. necessary technical documentation, o m manuals. calculate the estimation value of projects for price bidding with clients includes mcc plc panel, power control cabling, trays earthing material etc. selection of electrical switchgear for ht, lt, pcc, mcc, apfc panels, power control cable, motors, protection metering ct pts, acbs, earthing, lightning, analog digital instruments. floating project enquiries communicate with vendors, evaluate vendor quotes for technic",,282
887,987_,,"al alignment. generate power distribution sld drawings as per the load flow, general arrangement drawings for panels, controllers logic diagrams, developing of cable route plan and schedules, cable tray layout on autocad tool with detailing. installation, commissioning troubleshooting of mcc, plc lt panels, vfd drives, soft starters, programming of danfoss, schnider, vacon, siemens, abb drives. working experience on siemens s7 300, 1200, 1500, et 200s series allen bready rs logix5000 plc. installation, calibration troubleshooting of field instruments as pressure temperature transmitter, pneumatic valves, actuators, modulating valves, solenoid valve, flow meter flow switches, flow transmitter, level transmitter etc. carry out loop testing as per control cable schedule, hands on experience in troubleshooting, engineering services and maintenance operation managing of various electrical power system equipments. supervising commissioning activities. handling mechanical maintenance service activities in operating plant. company kisanveer sugars pvt. ltd description handling activities with over 1.5 years of experience worked as asst. electrical engineer from erection field across 22 mw power plant for testing and commissioning, electrical maintenance, operation, and allied activities. testing, commissioning installation of ht lt panels, vfd drives dc drives panels. scheduling and planning predictive, preventive maintenance for process plants, and root cause analysis including budgeting and cost control activities. managing overhauling and maintenance of lt motors dc shunt motors, panel switchgears, vfds soft starters, dg set with amf panel plant lighting. installation, commissioning maintenance of power distribution transformer, acb, vcb, sf6 breaker, ct pt units, fcbc panels, ups, protection system include microprocessor based relay, numerical relay with relay co ordination. monitoring plans schedules to start maintenance activities achieving targets and implementing maintenance systems during shut down time. daily power monitoring, calculations and reporting on monthly basis.",,279
888,988_,,"education details july 2016 to may 2019 be electrical and electronics engineering bhopal, madhya pradesh rgpv july 2012 to may 2015 diploma in electrical electrical engineering bhopal, madhya pradesh rgpv university bhopal matric ghs bhuli electrical engineering skill details basic compute",,41
889,989_,,"r, electrical machine, electrical wiring, solar power plant, distribution substation exprience less than 1 year monthscompany details company enigma business advisor description solar energy 1. solar power plant installation 2. maintenance transmission and distribution line 1. installation",,37
890,990_,,"education details january 2012 to january 2013 b.e. electrical shivaji university september 2008 hsc pune, maharashtra pune university july 2006 ssc pune, maharashtra pune university electrical engineer electrical engineer r k electrical pvt. ltd skill details company details company r k electrical pvt. ltd description experience 1 year 3 months troubleshooting and maintenance of following electrical equipment all type of maintenance of utility. electrical and mechanical maintenance. two 625 kva diesel generator set kirloskar ht lt switchgear with protection system using relays and provision for interlocking c s, kirloskar handling ht vacuum sf6 circuit breaker, transformer up to 5000 kva, lt air circuit breaker 2000a maintenance of stp and wtp plant. maintenance of air blower, actuators, soft starter, eot crane, mono rail, centrifugal or vertical pumps, hydraulic machine, rolling machine, lath machine, drill machine, ahu, hvac, chiller etc. basic knowledge of plc scada operation. trouble shooting of switchgear and control panel, pump and motor maintenance of ups, battery charger and battery ba",,162
891,991_,,"nk motor testing both ht lt up to 450 kw monitoring and controlling the 110v control panel and relays panel involved in fault finding relay resetting monitoring and correcting power factor service and maintenance of up to 55 kw submersible pump maintenance of mcc and pcc panel servicing of motor and associated component and motor operated valve problem solving of power contactor, auxiliary contactor relay, ct and pt effecting preventive predictive maintenance schedules equipment in order to increase the uptime reliability maintenance operation in day to day activity operation, preventive maintenance, day to day breakdown maintenance conventional maintaining of log book and check list. 33 22kv main feeder 22 11kv distribution line maint. h.t l.t s s break down work. electrical safety knowledge of various aspect of safety its application requirement, familiar with various safety equipment and tools lockout, tag out of electrical switchgear during work issue of work permit line clearance to work on electrical distribution network requirement proper usage of protective equipment accident statistics",,166
892,992_,,"skills 1 mc office 2 autocad 2016 3 introductory knowledge of eplan 4 sap erp for product specific coding strengths 1. ability to complete the work within stipulated time. 2. keeping calm under pressure. 3. multi tasking 4. experienced in a project engineering role. 5. good interpersonal skills, team spirit, flexibility, can cope with stress. 6. fluent in english. 7. good knowledge of international standards and rules like iso, atex, nfpa, iec, nec, shell dep etc. college final year project topic study control of state power grid, maharashtra. supervisor prof. jawaleker place shri sant gajanan maharaj college of engineering, shegaon, maharashtra. description the project aims to study of power grid network operation for maharashtra state at regional power grid centre, nagpur, india. education details thermal power plant engineering nangal, punjab national power training institute b.e. electrical engineering shegaon, maharashtra shri sant gajanan maharaj college of engineering, shegaon, maharashtra, india hsc chandrapur, maharashtra vidya niketan jr. college ssc chandrapur, maharashtra vidya mandir high school industrial electrical design engineering along with project management skill details autocad exprience 74 months enterprise resource planning exprience 6 months eplan exprience 6 monthscompany details company osmoflo engineering services pvt. ltd. description along with project management 1 preparation of electrical design basis, electrical scope of work, electrical technical specification, electrical data sheet and electrical single line diagram sld as per project standards. 2 preparation and review electrical drawings layouts like hazardous area classification, electrical indoor and outdoor lighting layout, earthing and lightning protection layout drawing, substation equipment and trench layout drawing overall cable layout drawing, bill of material bom mr for electrical equipment and cable schedules. 3 oil and gas, water treatment plant for overseas customer at australia. company m s vivid electromech pvt. ltd description for whole pune region period 06th june 2017 to 20th aug 2018. nature of job electrical sales marketing project management of ht lt panels, bus duct, voltage stabilizers for residential commercial industrial",,321
893,993_,," projects 1 responsible for sales and marketing of all ht lt panels, bust duct, voltage stabilizer in whole pune region and overall project management of awarded orders. 2 having developed big customer base in pune region useful for business development of residential commercial industrial projects. 3 technical design as well as commercial bidding, negotiation meetings with customers, market survey. 4 authorised panel builder for schneider system house for ti design of l t. company m s ador welding ltd description period 17th july 2012 to 30th may 2017. nature of job industrial electrical design along with project operation management 1 prepare electrical design basis, electrical scope of work, electrical technical specification, electrical data sheet and electrical single line diagram sld as per project standards. 2 prepare and review electrical drawings layouts like hazardous area classification, electrical indoor and outdoor lighting layout, earthing and lightning protection layout drawing, substation equipment and trench layout drawing overall cable layout drawing, bill of material bom mr for electrical equipment and cable schedules. 3 conversant with autocad with 5 years of exp., introductory knowledge of etap, with excellent verbal written communication. 4 4 years of experience with applying nec, iec, csa, iecex, atex, ul, fm, nfpa, and api codes and standards to electrical engineering design. 5 rca, dfmea, part of design modification innovation team. 6 technical quotation, technical query and technical bid evaluation, co ordinate with clients vendors during the projects. 7 vendor development team lead, review vendor documents, factory acceptance test fat , site acceptance test sat responsibilities handled 1 project lead for yibal petroleum development of oman's project. company m s prakash industries ltd description period 1st sept 2011 to 6thmay 2012. responsibilities handled 1 operation maintenance of various electrical drives related with cfbc boiler as well as turbine section 2 daily operation routine maintenance of 132kv ac switch yard. nature of job 1 electrical operation maintenance of 100 mw power plant. 2 shift in charge for 3 months certification courses certified course in autocad from cadd centre, jm road, pune.",,338
894,994_,,"education details electrical engineering skill details microsft office and excell, power point exprience 120 monthscompany details company indian navy description academia matric diploma in electrical engineering n",,27
895,995_,,uclear biological chemical defence and damage control including fire fighting leadership certificate course 02 weeks management certificate course 04 weeks advance fire fighting including industrial safety 24 weeks,,28
896,996_,," achievement oriented with people management skills and an ability to manage change with ease. proven strength in problem solving, coordination and analysis. strong communication, interpersonal, learning and organizing skills matched with the ability to manage stress, time and people effectively. able to handle multiple task projects simultaneously. willing to travel relocate.education details b.e electrical and electronics engineering gulbarga, karnataka vtu vishweshwariya university hsc wai, maharashtra kisanveer mahavidyalay wai kohlapur university electrical engineer electrical engineer refcon engineering pvt. ltd skill details company details company refcon engineering pvt. ltd description greenfield project project status 1 libs braseries, burkena faso africa completed 2 citrus processing india, nanded completed 3 carlsberg group, myanmar yangon completed 4 u.b united breweries , mysore. completed 5 u.b united breweries , hyderabad. completed 6 haldiram foods pvt. ltd. nagpur completed 7 tetra pak india pvt. ltd. amreli completed 8 u.b united breweries , rajasthan completed handling activities in project preparing project schedules plans, engineering designs drawings and technical specifications as per clients' requirements. review on process p id's for selection of instrument to get energy efficient process with material specifications. approval modifications of electrical drawing as per requirement of process flow diagrams general electrical standards. carry out automation engineering which includes hardware and software specification, generate control philosophy for process automation as per p id process. necessary technical documentation, o m manuals. calculate the estimation value of projects for price bidding with clients includes mcc plc panel, power control cabling, trays earthing material etc. selection of electrical switchgear for ht, lt, pcc, mcc, apfc panels, power control cable, motors, protection metering ct pts, acbs, earthing, lightning, analog digital instruments. floating project enquiries communicate with vendors, evaluate vendor quotes for technic",,282
897,997_,,"al alignment. generate power distribution sld drawings as per the load flow, general arrangement drawings for panels, controllers logic diagrams, developing of cable route plan and schedules, cable tray layout on autocad tool with detailing. installation, commissioning troubleshooting of mcc, plc lt panels, vfd drives, soft starters, programming of danfoss, schnider, vacon, siemens, abb drives. working experience on siemens s7 300, 1200, 1500, et 200s series allen bready rs logix5000 plc. installation, calibration troubleshooting of field instruments as pressure temperature transmitter, pneumatic valves, actuators, modulating valves, solenoid valve, flow meter flow switches, flow transmitter, level transmitter etc. carry out loop testing as per control cable schedule, hands on experience in troubleshooting, engineering services and maintenance operation managing of various electrical power system equipments. supervising commissioning activities. handling mechanical maintenance service activities in operating plant. company kisanveer sugars pvt. ltd description handling activities with over 1.5 years of experience worked as asst. electrical engineer from erection field across 22 mw power plant for testing and commissioning, electrical maintenance, operation, and allied activities. testing, commissioning installation of ht lt panels, vfd drives dc drives panels. scheduling and planning predictive, preventive maintenance for process plants, and root cause analysis including budgeting and cost control activities. managing overhauling and maintenance of lt motors dc shunt motors, panel switchgears, vfds soft starters, dg set with amf panel plant lighting. installation, commissioning maintenance of power distribution transformer, acb, vcb, sf6 breaker, ct pt units, fcbc panels, ups, protection system include microprocessor based relay, numerical relay with relay co ordination. monitoring plans schedules to start maintenance activities achieving targets and implementing maintenance systems during shut down time. daily power monitoring, calculations and reporting on monthly basis.",,279
898,998_,,"education details july 2016 to may 2019 be electrical and electronics engineering bhopal, madhya pradesh rgpv july 2012 to may 2015 diploma in electrical electrical engineering bhopal, madhya pradesh rgpv university bhopal matric ghs bhuli electrical engineering skill details basic compute",,41
899,999_,,"r, electrical machine, electrical wiring, solar power plant, distribution substation exprience less than 1 year monthscompany details company enigma business advisor description solar energy 1. solar power plant installation 2. maintenance transmission and distribution line 1. installation",,37
900,1000_,,"education details january 2012 to january 2013 b.e. electrical shivaji university september 2008 hsc pune, maharashtra pune university july 2006 ssc pune, maharashtra pune university electrical engineer electrical engineer r k electrical pvt. ltd skill details company details company r k electrical pvt. ltd description experience 1 year 3 months troubleshooting and maintenance of following electrical equipment all type of maintenance of utility. electrical and mechanical maintenance. two 625 kva diesel generator set kirloskar ht lt switchgear with protection system using relays and provision for interlocking c s, kirloskar handling ht vacuum sf6 circuit breaker, transformer up to 5000 kva, lt air circuit breaker 2000a maintenance of stp and wtp plant. maintenance of air blower, actuators, soft starter, eot crane, mono rail, centrifugal or vertical pumps, hydraulic machine, rolling machine, lath machine, drill machine, ahu, hvac, chiller etc. basic knowledge of plc scada operation. trouble shooting of switchgear and control panel, pump and motor maintenance of ups, battery charger and battery ba",,162
901,1001_,,"nk motor testing both ht lt up to 450 kw monitoring and controlling the 110v control panel and relays panel involved in fault finding relay resetting monitoring and correcting power factor service and maintenance of up to 55 kw submersible pump maintenance of mcc and pcc panel servicing of motor and associated component and motor operated valve problem solving of power contactor, auxiliary contactor relay, ct and pt effecting preventive predictive maintenance schedules equipment in order to increase the uptime reliability maintenance operation in day to day activity operation, preventive maintenance, day to day breakdown maintenance conventional maintaining of log book and check list. 33 22kv main feeder 22 11kv distribution line maint. h.t l.t s s break down work. electrical safety knowledge of various aspect of safety its application requirement, familiar with various safety equipment and tools lockout, tag out of electrical switchgear during work issue of work permit line clearance to work on electrical distribution network requirement proper usage of protective equipment accident statistics",,166
902,1002_,,"skills 1 mc office 2 autocad 2016 3 introductory knowledge of eplan 4 sap erp for product specific coding strengths 1. ability to complete the work within stipulated time. 2. keeping calm under pressure. 3. multi tasking 4. experienced in a project engineering role. 5. good interpersonal skills, team spirit, flexibility, can cope with stress. 6. fluent in english. 7. good knowledge of international standards and rules like iso, atex, nfpa, iec, nec, shell dep etc. college final year project topic study control of state power grid, maharashtra. supervisor prof. jawaleker place shri sant gajanan maharaj college of engineering, shegaon, maharashtra. description the project aims to study of power grid network operation for maharashtra state at regional power grid centre, nagpur, india. education details thermal power plant engineering nangal, punjab national power training institute b.e. electrical engineering shegaon, maharashtra shri sant gajanan maharaj college of engineering, shegaon, maharashtra, india hsc chandrapur, maharashtra vidya niketan jr. college ssc chandrapur, maharashtra vidya mandir high school industrial electrical design engineering along with project management skill details autocad exprience 74 months enterprise resource planning exprience 6 months eplan exprience 6 monthscompany details company osmoflo engineering services pvt. ltd. description along with project management 1 preparation of electrical design basis, electrical scope of work, electrical technical specification, electrical data sheet and electrical single line diagram sld as per project standards. 2 preparation and review electrical drawings layouts like hazardous area classification, electrical indoor and outdoor lighting layout, earthing and lightning protection layout drawing, substation equipment and trench layout drawing overall cable layout drawing, bill of material bom mr for electrical equipment and cable schedules. 3 oil and gas, water treatment plant for overseas customer at australia. company m s vivid electromech pvt. ltd description for whole pune region period 06th june 2017 to 20th aug 2018. nature of job electrical sales marketing project management of ht lt panels, bus duct, voltage stabilizers for residential commercial industrial",,321
903,1003_,," projects 1 responsible for sales and marketing of all ht lt panels, bust duct, voltage stabilizer in whole pune region and overall project management of awarded orders. 2 having developed big customer base in pune region useful for business development of residential commercial industrial projects. 3 technical design as well as commercial bidding, negotiation meetings with customers, market survey. 4 authorised panel builder for schneider system house for ti design of l t. company m s ador welding ltd description period 17th july 2012 to 30th may 2017. nature of job industrial electrical design along with project operation management 1 prepare electrical design basis, electrical scope of work, electrical technical specification, electrical data sheet and electrical single line diagram sld as per project standards. 2 prepare and review electrical drawings layouts like hazardous area classification, electrical indoor and outdoor lighting layout, earthing and lightning protection layout drawing, substation equipment and trench layout drawing overall cable layout drawing, bill of material bom mr for electrical equipment and cable schedules. 3 conversant with autocad with 5 years of exp., introductory knowledge of etap, with excellent verbal written communication. 4 4 years of experience with applying nec, iec, csa, iecex, atex, ul, fm, nfpa, and api codes and standards to electrical engineering design. 5 rca, dfmea, part of design modification innovation team. 6 technical quotation, technical query and technical bid evaluation, co ordinate with clients vendors during the projects. 7 vendor development team lead, review vendor documents, factory acceptance test fat , site acceptance test sat responsibilities handled 1 project lead for yibal petroleum development of oman's project. company m s prakash industries ltd description period 1st sept 2011 to 6thmay 2012. responsibilities handled 1 operation maintenance of various electrical drives related with cfbc boiler as well as turbine section 2 daily operation routine maintenance of 132kv ac switch yard. nature of job 1 electrical operation maintenance of 100 mw power plant. 2 shift in charge for 3 months certification courses certified course in autocad from cadd centre, jm road, pune.",,338
904,1004_,,"education details electrical engineering skill details microsft office and excell, power point exprience 120 monthscompany details company indian navy description academia matric diploma in electrical engineering n",,27
905,1005_,,uclear biological chemical defence and damage control including fire fighting leadership certificate course 02 weeks management certificate course 04 weeks advance fire fighting including industrial safety 24 weeks,,28
906,1006_,," achievement oriented with people management skills and an ability to manage change with ease. proven strength in problem solving, coordination and analysis. strong communication, interpersonal, learning and organizing skills matched with the ability to manage stress, time and people effectively. able to handle multiple task projects simultaneously. willing to travel relocate.education details b.e electrical and electronics engineering gulbarga, karnataka vtu vishweshwariya university hsc wai, maharashtra kisanveer mahavidyalay wai kohlapur university electrical engineer electrical engineer refcon engineering pvt. ltd skill details company details company refcon engineering pvt. ltd description greenfield project project status 1 libs braseries, burkena faso africa completed 2 citrus processing india, nanded completed 3 carlsberg group, myanmar yangon completed 4 u.b united breweries , mysore. completed 5 u.b united breweries , hyderabad. completed 6 haldiram foods pvt. ltd. nagpur completed 7 tetra pak india pvt. ltd. amreli completed 8 u.b united breweries , rajasthan completed handling activities in project preparing project schedules plans, engineering designs drawings and technical specifications as per clients' requirements. review on process p id's for selection of instrument to get energy efficient process with material specifications. approval modifications of electrical drawing as per requirement of process flow diagrams general electrical standards. carry out automation engineering which includes hardware and software specification, generate control philosophy for process automation as per p id process. necessary technical documentation, o m manuals. calculate the estimation value of projects for price bidding with clients includes mcc plc panel, power control cabling, trays earthing material etc. selection of electrical switchgear for ht, lt, pcc, mcc, apfc panels, power control cable, motors, protection metering ct pts, acbs, earthing, lightning, analog digital instruments. floating project enquiries communicate with vendors, evaluate vendor quotes for technic",,282
907,1007_,,"al alignment. generate power distribution sld drawings as per the load flow, general arrangement drawings for panels, controllers logic diagrams, developing of cable route plan and schedules, cable tray layout on autocad tool with detailing. installation, commissioning troubleshooting of mcc, plc lt panels, vfd drives, soft starters, programming of danfoss, schnider, vacon, siemens, abb drives. working experience on siemens s7 300, 1200, 1500, et 200s series allen bready rs logix5000 plc. installation, calibration troubleshooting of field instruments as pressure temperature transmitter, pneumatic valves, actuators, modulating valves, solenoid valve, flow meter flow switches, flow transmitter, level transmitter etc. carry out loop testing as per control cable schedule, hands on experience in troubleshooting, engineering services and maintenance operation managing of various electrical power system equipments. supervising commissioning activities. handling mechanical maintenance service activities in operating plant. company kisanveer sugars pvt. ltd description handling activities with over 1.5 years of experience worked as asst. electrical engineer from erection field across 22 mw power plant for testing and commissioning, electrical maintenance, operation, and allied activities. testing, commissioning installation of ht lt panels, vfd drives dc drives panels. scheduling and planning predictive, preventive maintenance for process plants, and root cause analysis including budgeting and cost control activities. managing overhauling and maintenance of lt motors dc shunt motors, panel switchgears, vfds soft starters, dg set with amf panel plant lighting. installation, commissioning maintenance of power distribution transformer, acb, vcb, sf6 breaker, ct pt units, fcbc panels, ups, protection system include microprocessor based relay, numerical relay with relay co ordination. monitoring plans schedules to start maintenance activities achieving targets and implementing maintenance systems during shut down time. daily power monitoring, calculations and reporting on monthly basis.",,279
908,1008_,,"education details july 2016 to may 2019 be electrical and electronics engineering bhopal, madhya pradesh rgpv july 2012 to may 2015 diploma in electrical electrical engineering bhopal, madhya pradesh rgpv university bhopal matric ghs bhuli electrical engineering skill details basic compute",,41
909,1009_,,"r, electrical machine, electrical wiring, solar power plant, distribution substation exprience less than 1 year monthscompany details company enigma business advisor description solar energy 1. solar power plant installation 2. maintenance transmission and distribution line 1. installation",,37
910,1010_,,"education details january 2012 to january 2013 b.e. electrical shivaji university september 2008 hsc pune, maharashtra pune university july 2006 ssc pune, maharashtra pune university electrical engineer electrical engineer r k electrical pvt. ltd skill details company details company r k electrical pvt. ltd description experience 1 year 3 months troubleshooting and maintenance of following electrical equipment all type of maintenance of utility. electrical and mechanical maintenance. two 625 kva diesel generator set kirloskar ht lt switchgear with protection system using relays and provision for interlocking c s, kirloskar handling ht vacuum sf6 circuit breaker, transformer up to 5000 kva, lt air circuit breaker 2000a maintenance of stp and wtp plant. maintenance of air blower, actuators, soft starter, eot crane, mono rail, centrifugal or vertical pumps, hydraulic machine, rolling machine, lath machine, drill machine, ahu, hvac, chiller etc. basic knowledge of plc scada operation. trouble shooting of switchgear and control panel, pump and motor maintenance of ups, battery charger and battery ba",,162
911,1011_,,"nk motor testing both ht lt up to 450 kw monitoring and controlling the 110v control panel and relays panel involved in fault finding relay resetting monitoring and correcting power factor service and maintenance of up to 55 kw submersible pump maintenance of mcc and pcc panel servicing of motor and associated component and motor operated valve problem solving of power contactor, auxiliary contactor relay, ct and pt effecting preventive predictive maintenance schedules equipment in order to increase the uptime reliability maintenance operation in day to day activity operation, preventive maintenance, day to day breakdown maintenance conventional maintaining of log book and check list. 33 22kv main feeder 22 11kv distribution line maint. h.t l.t s s break down work. electrical safety knowledge of various aspect of safety its application requirement, familiar with various safety equipment and tools lockout, tag out of electrical switchgear during work issue of work permit line clearance to work on electrical distribution network requirement proper usage of protective equipment accident statistics",,166
912,1012_,,"skills 1 mc office 2 autocad 2016 3 introductory knowledge of eplan 4 sap erp for product specific coding strengths 1. ability to complete the work within stipulated time. 2. keeping calm under pressure. 3. multi tasking 4. experienced in a project engineering role. 5. good interpersonal skills, team spirit, flexibility, can cope with stress. 6. fluent in english. 7. good knowledge of international standards and rules like iso, atex, nfpa, iec, nec, shell dep etc. college final year project topic study control of state power grid, maharashtra. supervisor prof. jawaleker place shri sant gajanan maharaj college of engineering, shegaon, maharashtra. description the project aims to study of power grid network operation for maharashtra state at regional power grid centre, nagpur, india. education details thermal power plant engineering nangal, punjab national power training institute b.e. electrical engineering shegaon, maharashtra shri sant gajanan maharaj college of engineering, shegaon, maharashtra, india hsc chandrapur, maharashtra vidya niketan jr. college ssc chandrapur, maharashtra vidya mandir high school industrial electrical design engineering along with project management skill details autocad exprience 74 months enterprise resource planning exprience 6 months eplan exprience 6 monthscompany details company osmoflo engineering services pvt. ltd. description along with project management 1 preparation of electrical design basis, electrical scope of work, electrical technical specification, electrical data sheet and electrical single line diagram sld as per project standards. 2 preparation and review electrical drawings layouts like hazardous area classification, electrical indoor and outdoor lighting layout, earthing and lightning protection layout drawing, substation equipment and trench layout drawing overall cable layout drawing, bill of material bom mr for electrical equipment and cable schedules. 3 oil and gas, water treatment plant for overseas customer at australia. company m s vivid electromech pvt. ltd description for whole pune region period 06th june 2017 to 20th aug 2018. nature of job electrical sales marketing project management of ht lt panels, bus duct, voltage stabilizers for residential commercial industrial",,321
913,1013_,," projects 1 responsible for sales and marketing of all ht lt panels, bust duct, voltage stabilizer in whole pune region and overall project management of awarded orders. 2 having developed big customer base in pune region useful for business development of residential commercial industrial projects. 3 technical design as well as commercial bidding, negotiation meetings with customers, market survey. 4 authorised panel builder for schneider system house for ti design of l t. company m s ador welding ltd description period 17th july 2012 to 30th may 2017. nature of job industrial electrical design along with project operation management 1 prepare electrical design basis, electrical scope of work, electrical technical specification, electrical data sheet and electrical single line diagram sld as per project standards. 2 prepare and review electrical drawings layouts like hazardous area classification, electrical indoor and outdoor lighting layout, earthing and lightning protection layout drawing, substation equipment and trench layout drawing overall cable layout drawing, bill of material bom mr for electrical equipment and cable schedules. 3 conversant with autocad with 5 years of exp., introductory knowledge of etap, with excellent verbal written communication. 4 4 years of experience with applying nec, iec, csa, iecex, atex, ul, fm, nfpa, and api codes and standards to electrical engineering design. 5 rca, dfmea, part of design modification innovation team. 6 technical quotation, technical query and technical bid evaluation, co ordinate with clients vendors during the projects. 7 vendor development team lead, review vendor documents, factory acceptance test fat , site acceptance test sat responsibilities handled 1 project lead for yibal petroleum development of oman's project. company m s prakash industries ltd description period 1st sept 2011 to 6thmay 2012. responsibilities handled 1 operation maintenance of various electrical drives related with cfbc boiler as well as turbine section 2 daily operation routine maintenance of 132kv ac switch yard. nature of job 1 electrical operation maintenance of 100 mw power plant. 2 shift in charge for 3 months certification courses certified course in autocad from cadd centre, jm road, pune.",,338
914,1014_,,"education details electrical engineering skill details microsft office and excell, power point exprience 120 monthscompany details company indian navy description academia matric diploma in electrical engineering n",,27
915,1015_,,uclear biological chemical defence and damage control including fire fighting leadership certificate course 02 weeks management certificate course 04 weeks advance fire fighting including industrial safety 24 weeks,,28
916,1016_,," achievement oriented with people management skills and an ability to manage change with ease. proven strength in problem solving, coordination and analysis. strong communication, interpersonal, learning and organizing skills matched with the ability to manage stress, time and people effectively. able to handle multiple task projects simultaneously. willing to travel relocate.education details b.e electrical and electronics engineering gulbarga, karnataka vtu vishweshwariya university hsc wai, maharashtra kisanveer mahavidyalay wai kohlapur university electrical engineer electrical engineer refcon engineering pvt. ltd skill details company details company refcon engineering pvt. ltd description greenfield project project status 1 libs braseries, burkena faso africa completed 2 citrus processing india, nanded completed 3 carlsberg group, myanmar yangon completed 4 u.b united breweries , mysore. completed 5 u.b united breweries , hyderabad. completed 6 haldiram foods pvt. ltd. nagpur completed 7 tetra pak india pvt. ltd. amreli completed 8 u.b united breweries , rajasthan completed handling activities in project preparing project schedules plans, engineering designs drawings and technical specifications as per clients' requirements. review on process p id's for selection of instrument to get energy efficient process with material specifications. approval modifications of electrical drawing as per requirement of process flow diagrams general electrical standards. carry out automation engineering which includes hardware and software specification, generate control philosophy for process automation as per p id process. necessary technical documentation, o m manuals. calculate the estimation value of projects for price bidding with clients includes mcc plc panel, power control cabling, trays earthing material etc. selection of electrical switchgear for ht, lt, pcc, mcc, apfc panels, power control cable, motors, protection metering ct pts, acbs, earthing, lightning, analog digital instruments. floating project enquiries communicate with vendors, evaluate vendor quotes for technic",,282
917,1017_,,"al alignment. generate power distribution sld drawings as per the load flow, general arrangement drawings for panels, controllers logic diagrams, developing of cable route plan and schedules, cable tray layout on autocad tool with detailing. installation, commissioning troubleshooting of mcc, plc lt panels, vfd drives, soft starters, programming of danfoss, schnider, vacon, siemens, abb drives. working experience on siemens s7 300, 1200, 1500, et 200s series allen bready rs logix5000 plc. installation, calibration troubleshooting of field instruments as pressure temperature transmitter, pneumatic valves, actuators, modulating valves, solenoid valve, flow meter flow switches, flow transmitter, level transmitter etc. carry out loop testing as per control cable schedule, hands on experience in troubleshooting, engineering services and maintenance operation managing of various electrical power system equipments. supervising commissioning activities. handling mechanical maintenance service activities in operating plant. company kisanveer sugars pvt. ltd description handling activities with over 1.5 years of experience worked as asst. electrical engineer from erection field across 22 mw power plant for testing and commissioning, electrical maintenance, operation, and allied activities. testing, commissioning installation of ht lt panels, vfd drives dc drives panels. scheduling and planning predictive, preventive maintenance for process plants, and root cause analysis including budgeting and cost control activities. managing overhauling and maintenance of lt motors dc shunt motors, panel switchgears, vfds soft starters, dg set with amf panel plant lighting. installation, commissioning maintenance of power distribution transformer, acb, vcb, sf6 breaker, ct pt units, fcbc panels, ups, protection system include microprocessor based relay, numerical relay with relay co ordination. monitoring plans schedules to start maintenance activities achieving targets and implementing maintenance systems during shut down time. daily power monitoring, calculations and reporting on monthly basis.",,279
918,1018_,,"education details july 2016 to may 2019 be electrical and electronics engineering bhopal, madhya pradesh rgpv july 2012 to may 2015 diploma in electrical electrical engineering bhopal, madhya pradesh rgpv university bhopal matric ghs bhuli electrical engineering skill details basic compute",,41
919,1019_,,"r, electrical machine, electrical wiring, solar power plant, distribution substation exprience less than 1 year monthscompany details company enigma business advisor description solar energy 1. solar power plant installation 2. maintenance transmission and distribution line 1. installation",,37
920,1020_,,"education details january 2012 to january 2013 b.e. electrical shivaji university september 2008 hsc pune, maharashtra pune university july 2006 ssc pune, maharashtra pune university electrical engineer electrical engineer r k electrical pvt. ltd skill details company details company r k electrical pvt. ltd description experience 1 year 3 months troubleshooting and maintenance of following electrical equipment all type of maintenance of utility. electrical and mechanical maintenance. two 625 kva diesel generator set kirloskar ht lt switchgear with protection system using relays and provision for interlocking c s, kirloskar handling ht vacuum sf6 circuit breaker, transformer up to 5000 kva, lt air circuit breaker 2000a maintenance of stp and wtp plant. maintenance of air blower, actuators, soft starter, eot crane, mono rail, centrifugal or vertical pumps, hydraulic machine, rolling machine, lath machine, drill machine, ahu, hvac, chiller etc. basic knowledge of plc scada operation. trouble shooting of switchgear and control panel, pump and motor maintenance of ups, battery charger and battery ba",,162
